OID_,year,Date,Subregion,Habitat,SiteID,SiteName,StationID,Surveyed_all_years,points,Acropora_cervicornis,Acropora_palmata,Agaricia_fragilis,Agaricia_lamarcki,Cladocora_arbuscula,Colpophyllia_natans,Dendrogyra_cylindrus,Dichocoenia_stokesii,Diploria_labyrinthiformis,Eusmilia_fastigiata,Favia_fragum,Helioseris_cucullata,Isophyllia_rigida,Isophyllia_sinuosa,Madracis_aurentenra,Madracis_decactis_complex,Manicina_areolata,Meandrina_meandrites,Millepora_alcicornis,Millepora_complanata,Montastraea_cavernosa,Mussa_angulosa,Mycetophyllia_aliciae,Mycetophyllia_ferox,Mycetophyllia_lamarckiana_complex,Oculina_diffusa,Oculina_robusta,Orbicella_annularis_complex,Phyllangia_americana,Porites_astreoides,Porites_porites_complex,Pseudodiploria_clivosa,Pseudodiploria_strigosa,Scleractinia,Scolymia_sp,Siderastrea_radians,Siderastrea_siderea,Solenastrea_bournoni,Stephanocoenia_intersepta,Undaria_agaricites_complex
1518,2007,7/13/2007 0:00:00,MK,OD,74,Alligator Deep,743,Y,1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0
1519,2007,7/13/2007 0:00:00,MK,OD,74,Alligator Deep,744,Y,1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0
1520,2007,5/16/2007 0:00:00,MK,OD,75,Tennessee Deep,752,Y,1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197,0.0,0.0009,0.0,0.0,0.0075,0.0,0.0,0.0,0.0047,0.0,0.0019,0.0
1521,2007,5/16/2007 0:00:00,MK,OD,75,Tennessee Deep,753,Y,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.002
1522,2007,9/24/2007 0:00:00,MK,OD,76,Sombrero Deep,763,Y,1027,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0,0.0019
1523,2007,9/24/2007 0:00:00,MK,OD,76,Sombrero Deep,764,Y,912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0099,0.0,0.0,0.0
1524,2007,5/18/2007 0:00:00,LK,OD,77,Looe Key Deep,771,Y,1144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0315,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0
1525,2007,5/18/2007 0:00:00,LK,OD,77,Looe Key Deep,772,Y,1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0,0.0,0.0
1526,2007,5/18/2007 0:00:00,LK,OD,77,Looe Key Deep,773,Y,1138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0009,0.0,0.0,0.0009,0.0,0.0,0.0141,0.0,0.0,0.0018
1527,2007,9/28/2007 0:00:00,LK,OD,78,Eastern Sambo Deep,782,Y,1072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0019,0.0,0.0,0.0019,0.0,0.0,0.0,0.0056,0.0,0.0,0.0
1528,2007,9/28/2007 0:00:00,LK,OD,78,Eastern Sambo Deep,783,Y,1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0
1529,2007,9/28/2007 0:00:00,LK,OD,78,Eastern Sambo Deep,784,Y,1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0,0.0096,0.0,0.0,0.0,0.001,0.0,0.0,0.0134,0.0,0.0,0.0
1530,2007,9/25/2007 0:00:00,LK,OD,79,Western Sambo Deep,791,Y,1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,0.0
1531,2007,9/25/2007 0:00:00,LK,OD,79,Western Sambo Deep,792,Y,944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0
1532,2007,9/25/2007 0:00:00,LK,OD,79,Western Sambo Deep,794,Y,1146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0
1533,2007,9/24/2007 0:00:00,LK,OD,80,Rock Key Deep,803,Y,1010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001
1534,2007,9/24/2007 0:00:00,LK,OD,80,Rock Key Deep,804,Y,867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0,0.0
1535,2007,9/24/2007 0:00:00,LK,OD,81,Sand Key Deep,811,Y,969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.001,0.0,0.0,0.0093,0.0,0.0,0.0
1536,2007,9/24/2007 0:00:00,LK,OD,81,Sand Key Deep,812,Y,1033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0
1537,2007,9/24/2007 0:00:00,LK,OD,81,Sand Key Deep,814,Y,957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0
1538,2008,5/20/2008 0:00:00,MK,HB,14,Long Key,141,N,1342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.003,0.0,0.0,0.0,0.0,0.0007,0.003,0.0007,0.0
1539,2008,5/20/2008 0:00:00,MK,HB,14,Long Key,142,N,1163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0095,0.0,0.0,0.0,0.0009,0.0026,0.0,0.0034,0.0
1540,2008,5/20/2008 0:00:00,MK,HB,14,Long Key,143,N,1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,2008,5/20/2008 0:00:00,MK,HB,14,Long Key,144,N,1028,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,2008,5/24/2008 0:00:00,LK,BCP,18,Content Keys,181,Y,1145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,2008,5/24/2008 0:00:00,LK,BCP,18,Content Keys,183,Y,1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,2008,5/24/2008 0:00:00,LK,BCP,18,Content Keys,184,Y,1147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,2008,6/23/2008 0:00:00,UK,P,30,Turtle,301,Y,1209,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,0.0,0.0099,0.0,0.0,0.0,0.0,0.0017,0.0,0.0149,0.0,0.0091,0.0099,0.0,0.0,0.0008,0.0,0.0,0.0116,0.0,0.0008,0.0008
1546,2008,6/23/2008 0:00:00,UK,P,30,Turtle,302,Y,1185,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0169,0.0068,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0
1547,2008,6/19/2008 0:00:00,UK,P,32,Porter Patch,321,Y,1218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
1548,2008,6/19/2008 0:00:00,UK,P,32,Porter Patch,322,Y,1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0311,0.0,0.0009,0.0027,0.0,0.0044,0.0018,0.0,0.0,0.0018,0.0044,0.0,0.0
1549,2008,6/19/2008 0:00:00,UK,P,32,Porter Patch,323,Y,1110,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0
1550,2008,6/21/2008 0:00:00,UK,P,33,Admiral,331,Y,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0
1551,2008,6/21/2008 0:00:00,UK,P,33,Admiral,332,Y,858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.0,0.0,0.0035
1552,2008,6/21/2008 0:00:00,UK,P,33,Admiral,333,Y,1147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2206,0.0,0.0009,0.0009,0.0,0.0,0.0,0.0,0.0,0.0166,0.0,0.0,0.0
1553,2008,6/21/2008 0:00:00,UK,P,33,Admiral,334,Y,1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0009,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0927,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0
1554,2008,5/23/2008 0:00:00,MK,P,34,West Turtle Shoal,341,Y,1066,0.0,0.0,0.0,0.0,0.0,0.0094,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0028,0.0,0.0216,0.0,0.0,0.0,0.0019,0.0,0.0,0.0113,0.0,0.0047,0.0066,0.0,0.0066,0.0,0.0,0.0009,0.0413,0.0,0.0,0.0
1555,2008,5/23/2008 0:00:00,MK,P,34,West Turtle Shoal,342,Y,1102,0.0036,0.0,0.0,0.0,0.0,0.02,0.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154,0.0054,0.0,0.0009,0.0,0.0,0.0,0.0327,0.0,0.0,0.0009
1556,2008,5/23/2008 0:00:00,MK,P,34,West Turtle Shoal,343,Y,1111,0.0108,0.0,0.0,0.0,0.0,0.0207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0027,0.0,0.009,0.0036,0.0,0.0,0.0504,0.0,0.0063,0.0
1557,2008,5/23/2008 0:00:00,MK,P,34,West Turtle Shoal,344,Y,1119,0.0,0.0,0.0,0.0,0.0,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0697,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0009,0.0009,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,0.0
1558,2008,5/21/2008 0:00:00,MK,P,35,Dustan Rocks,352,Y,1093,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0403,0.0,0.0037,0.0
1559,2008,5/21/2008 0:00:00,MK,P,35,Dustan Rocks,353,Y,1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0412,0.0,0.0,0.0,0.0009,0.0,0.0,0.0112,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0026,0.0369,0.0,0.0129,0.0
1560,2008,5/21/2008 0:00:00,MK,P,35,Dustan Rocks,354,Y,1167,0.0,0.0,0.0,0.0,0.0,0.0094,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0557,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0077,0.0051,0.0,0.0,0.0,0.0,0.0,0.0343,0.0,0.0206,0.0
1561,2008,7/23/2008 0:00:00,LK,P,36,West Washer Women,361,Y,1147,0.0,0.0,0.0,0.0,0.0,0.0384,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0488,0.0052,0.0,0.0,0.0105,0.0,0.0,0.0279,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0401,0.0,0.0087,0.0017
1562,2008,7/23/2008 0:00:00,LK,P,36,West Washer Women,363,Y,1207,0.0,0.0,0.0,0.0,0.0,0.0207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0713,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,0.005,0.0,0.0,0.0199,0.0,0.0,0.0,0.0646,0.0,0.0017,0.0008
1563,2008,7/21/2008 0:00:00,LK,P,37,Western Head,372,Y,1027,0.0,0.0,0.0,0.0,0.0,0.0448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0019,0.0,0.1003,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0,0.0,0.0127,0.0,0.0019,0.0
1564,2008,7/21/2008 0:00:00,LK,P,37,Western Head,373,Y,998,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.1673,0.0,0.003,0.0,0.0,0.001,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541,0.0,0.004,0.0
1565,2008,7/21/2008 0:00:00,LK,P,37,Western Head,374,Y,1197,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0585,0.0,0.0017,0.0,0.0,0.0008,0.0,0.0167,0.0,0.0,0.0,0.0,0.0109,0.0,0.0,0.0,0.0409,0.0,0.0008,0.0
1566,2008,7/21/2008 0:00:00,LK,P,38,Cliff Green,383,Y,1267,0.0,0.0,0.0,0.0,0.0,0.0197,0.0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0458,0.0024,0.0,0.0,0.0,0.0,0.0,0.0087,0.0,0.0032,0.0,0.0,0.0,0.0024,0.0,0.0,0.0237,0.0,0.0047,0.0
1567,2008,7/21/2008 0:00:00,LK,P,38,Cliff Green,384,Y,1185,0.0,0.0,0.0,0.0,0.0,0.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0304,0.0,0.0051,0.0
1568,2008,7/17/2008 0:00:00,LK,BCP,39,Smith Shoal,392,Y,831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0108,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,2008,7/17/2008 0:00:00,LK,BCP,39,Smith Shoal,393,Y,1341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.0,0.0015,0.0,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,2008,7/17/2008 0:00:00,LK,BCP,39,Smith Shoal,394,Y,1117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0
1571,2008,7/23/2008 0:00:00,LK,P,40,Jaap Reef,401,Y,1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0079,0.0,0.0,0.0
1572,2008,7/23/2008 0:00:00,LK,P,40,Jaap Reef,402,Y,1141,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.0254,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0
1573,2008,7/23/2008 0:00:00,LK,P,40,Jaap Reef,404,Y,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,2008,6/23/2008 0:00:00,UK,OS,50,Carysfort Shallow,501,Y,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0
1575,2008,6/23/2008 0:00:00,UK,OS,50,Carysfort Shallow,502,Y,900,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0
1576,2008,6/23/2008 0:00:00,UK,OS,50,Carysfort Shallow,503,Y,1082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0018
1577,2008,7/17/2008 0:00:00,UK,OS,51,Grecian Rocks,511,Y,953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1889,0.0,0.0,0.0,0.0,0.0073,0.0,0.0,0.0,0.0094,0.0,0.0,0.001
1578,2008,7/17/2008 0:00:00,UK,OS,51,Grecian Rocks,512,Y,1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,2008,6/19/2008 0:00:00,UK,OS,51,Grecian Rocks,513,Y,1052,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0038
1580,2008,6/19/2008 0:00:00,UK,OS,51,Grecian Rocks,514,Y,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0187,0.0,0.0024,0.0024
1581,2008,6/19/2008 0:00:00,UK,OS,52,Molasses Shallow,521,Y,1125,0.0,0.0471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0098,0.0311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089
1582,2008,6/20/2008 0:00:00,UK,OS,52,Molasses Shallow,522,Y,1175,0.0,0.0374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0017
